,FieldID,Date,ATdiff,YR
354,NI_313,2018-03-01,263,2017
355,NI_313,2018-03-10,234,2017
356,NI_313,2018-03-20,205,2017
357,NI_313,2018-04-01,174,2017
358,NI_313,2018-04-10,145,2017
359,NI_313,2018-04-20,114,2017
360,NI_313,2018-05-01,92,2018
361,NI_313,2018-05-10,68,2018
362,NI_313,2018-05-20,66,2018
363,NI_313,2018-06-01,102,2018
364,NI_313,2018-06-10,216,2018
365,NI_313,2018-06-20,482,2018
366,NI_313,2018-07-01,655,2018
367,NI_313,2018-07-10,825,2018
368,NI_313,2018-07-20,1029,2018
369,NI_313,2018-08-01,1019,2018
370,NI_313,2018-08-10,927,2018
371,NI_313,2018-08-20,741,2018
372,NI_313,2018-09-01,501,2018
373,NI_313,2018-09-10,373,2018
374,NI_313,2018-09-20,296,2018
375,NI_313,2018-10-01,243,2018
376,NI_313,2018-10-10,229,2018
377,NI_313,2018-10-20,304,2018
378,NI_313,2018-11-01,281,2018
379,NI_313,2018-11-10,439,2018
380,NI_313,2018-11-20,824,2018
381,NI_313,2018-12-01,1266,2018
382,NI_313,2018-12-10,1325,2018
383,NI_313,2018-12-20,1237,2018
384,NI_313,2019-01-01,1146,2018
385,NI_313,2019-01-10,811,2018
386,NI_313,2019-01-20,626,2018
387,NI_313,2019-02-01,495,2018
388,NI_313,2019-02-10,422,2018
389,NI_313,2019-02-20,350,2018
390,NI_313,2019-03-01,270,2018
391,NI_313,2019-03-10,224,2018
392,NI_313,2019-03-20,179,2018
393,NI_313,2019-04-01,152,2018
394,NI_313,2019-04-10,129,2018
395,NI_313,2019-04-20,107,2018
396,NI_313,2019-05-01,95,2019
397,NI_313,2019-05-10,83,2019
398,NI_313,2019-05-20,90,2019
399,NI_313,2019-06-01,126,2019
400,NI_313,2019-06-10,187,2019
401,NI_313,2019-06-20,260,2019
402,NI_313,2019-07-01,461,2019
403,NI_313,2019-07-10,641,2019
404,NI_313,2019-07-20,697,2019
405,NI_313,2019-08-01,665,2019
406,NI_313,2019-08-10,598,2019
407,NI_313,2019-08-20,418,2019
408,NI_313,2019-09-01,254,2019
409,NI_313,2019-09-10,160,2019
410,NI_313,2019-09-20,140,2019
411,NI_313,2019-10-01,158,2019
412,NI_313,2019-10-10,177,2019
413,NI_313,2019-10-20,302,2019
414,NI_313,2019-11-01,299,2019
415,NI_313,2019-11-10,283,2019
416,NI_313,2019-11-20,324,2019
417,NI_313,2019-12-01,652,2019
418,NI_313,2019-12-10,705,2019
419,NI_313,2019-12-20,888,2019
420,NI_313,2020-01-01,730,2019
421,NI_313,2020-01-10,609,2019
422,NI_313,2020-01-20,456,2019
423,NI_313,2020-02-01,342,2019
424,NI_313,2020-02-10,243,2019
425,NI_313,2020-02-20,175,2019
426,NI_313,2020-03-01,145,2019
427,NI_313,2020-03-10,126,2019
428,NI_313,2020-03-20,115,2019
429,NI_313,2020-04-01,111,2019
430,NI_313,2020-04-10,117,2019
431,NI_313,2020-04-20,134,2019
432,NI_385,2016-05-01,250,2016
433,NI_385,2016-05-10,230,2016
434,NI_385,2016-05-20,121,2016
435,NI_385,2016-06-01,14,2016
436,NI_385,2016-06-10,-237,2016
437,NI_385,2016-06-20,-425,2016
438,NI_385,2016-07-01,-623,2016
439,NI_385,2016-07-10,-737,2016
440,NI_385,2016-07-20,-683,2016
441,NI_385,2016-08-01,-588,2016
442,NI_385,2016-08-10,-378,2016
443,NI_385,2016-08-20,-65,2016
444,NI_385,2016-09-01,246,2016
445,NI_385,2016-09-10,413,2016
446,NI_385,2016-09-20,490,2016
447,NI_385,2016-10-01,596,2016
448,NI_385,2016-10-10,654,2016
449,NI_385,2016-10-20,625,2016
450,NI_385,2016-11-01,522,2016
451,NI_385,2016-11-10,378,2016
452,NI_385,2016-11-20,304,2016
453,NI_385,2016-12-01,339,2016
454,NI_385,2016-12-10,482,2016
455,NI_385,2016-12-20,585,2016
456,NI_385,2017-01-01,466,2016
457,NI_385,2017-01-10,304,2016
458,NI_385,2017-01-20,202,2016
459,NI_385,2017-02-01,62,2016
460,NI_385,2017-02-10,-2,2016
461,NI_385,2017-02-20,-16,2016
462,NI_385,2017-03-01,9,2016
463,NI_385,2017-03-10,-2,2016
464,NI_385,2017-03-20,-3,2016
465,NI_385,2017-04-01,1,2016
466,NI_385,2017-04-10,9,2016
467,NI_385,2017-04-20,13,2016
468,NI_385,2017-05-01,28,2017
469,NI_385,2017-05-10,84,2017
470,NI_385,2017-05-20,171,2017
471,NI_385,2017-06-01,233,2017
472,NI_385,2017-06-10,423,2017
473,NI_385,2017-06-20,427,2017
474,NI_385,2017-07-01,504,2017
475,NI_385,2017-07-10,495,2017
476,NI_385,2017-07-20,324,2017
477,NI_385,2017-08-01,190,2017
478,NI_385,2017-08-10,8,2017
479,NI_385,2017-08-20,-35,2017
480,NI_385,2017-09-01,63,2017
481,NI_385,2017-09-10,115,2017
482,NI_385,2017-09-20,152,2017
483,NI_385,2017-10-01,146,2017
484,NI_385,2017-10-10,92,2017
485,NI_385,2017-10-20,-12,2017
486,NI_385,2017-11-01,-145,2017
487,NI_385,2017-11-10,-64,2017
488,NI_385,2017-11-20,-89,2017
489,NI_385,2017-12-01,-105,2017
490,NI_385,2017-12-10,-49,2017
491,NI_385,2017-12-20,-46,2017
492,NI_385,2018-01-01,-27,2017
493,NI_385,2018-01-10,34,2017
494,NI_385,2018-01-20,106,2017
495,NI_385,2018-02-01,151,2017
496,NI_385,2018-02-10,177,2017
497,NI_385,2018-02-20,198,2017
498,NI_385,2018-03-01,180,2017
499,NI_385,2018-03-10,185,2017
500,NI_385,2018-03-20,191,2017
501,NI_385,2018-04-01,187,2017
502,NI_385,2018-04-10,174,2017
503,NI_385,2018-04-20,119,2017
504,NI_385,2018-05-01,29,2018
505,NI_385,2018-05-10,-30,2018
506,NI_385,2018-05-20,76,2018
507,NI_385,2018-06-01,294,2018
508,NI_385,2018-06-10,465,2018
509,NI_385,2018-06-20,541,2018
510,NI_385,2018-07-01,481,2018
511,NI_385,2018-07-10,492,2018
512,NI_385,2018-07-20,390,2018
513,NI_385,2018-08-01,414,2018
514,NI_385,2018-08-10,470,2018
515,NI_385,2018-08-20,474,2018
516,NI_385,2018-09-01,396,2018
517,NI_385,2018-09-10,345,2018
518,NI_385,2018-09-20,265,2018
519,NI_385,2018-10-01,41,2018
520,NI_385,2018-10-10,-256,2018
521,NI_385,2018-10-20,-483,2018
522,NI_385,2018-11-01,-846,2018
523,NI_385,2018-11-10,-1072,2018
524,NI_385,2018-11-20,-892,2018
525,NI_385,2018-12-01,-519,2018
526,NI_385,2018-12-10,-314,2018
527,NI_385,2018-12-20,-125,2018
528,NI_385,2019-01-01,9,2018
529,NI_385,2019-01-10,-146,2018
530,NI_385,2019-01-20,-306,2018
531,NI_385,2019-02-01,-257,2018
532,NI_385,2019-02-10,-201,2018
533,NI_385,2019-02-20,-132,2018
534,NI_385,2019-03-01,-101,2018
535,NI_385,2019-03-10,-48,2018
536,NI_385,2019-03-20,-2,2018
537,NI_385,2019-04-01,37,2018
538,NI_385,2019-04-10,90,2018
539,NI_385,2019-04-20,161,2018
540,NI_385,2019-05-01,193,2019
541,NI_385,2019-05-10,303,2019
542,NI_385,2019-05-20,462,2019
543,NI_385,2019-06-01,493,2019
544,NI_385,2019-06-10,379,2019
545,NI_385,2019-06-20,84,2019
546,NI_385,2019-07-01,-207,2019
547,NI_385,2019-07-10,-255,2019
548,NI_385,2019-07-20,-205,2019
549,NI_385,2019-08-01,-139,2019
550,NI_385,2019-08-10,-58,2019
551,NI_385,2019-08-20,114,2019
552,NI_385,2019-09-01,323,2019
553,NI_385,2019-09-10,286,2019
554,NI_385,2019-09-20,173,2019
555,NI_385,2019-10-01,-75,2019
556,NI_385,2019-10-10,-289,2019
557,NI_385,2019-10-20,-733,2019
558,NI_385,2019-11-01,-883,2019
559,NI_385,2019-11-10,-738,2019
560,NI_385,2019-11-20,-338,2019
561,NI_385,2019-12-01,-147,2019
562,NI_385,2019-12-10,74,2019
563,NI_385,2019-12-20,260,2019
564,NI_385,2020-01-01,352,2019
565,NI_385,2020-01-10,341,2019
566,NI_385,2020-01-20,343,2019
567,NI_385,2020-02-01,316,2019
568,NI_385,2020-02-10,303,2019
569,NI_385,2020-02-20,295,2019
570,NI_385,2020-03-01,310,2019
571,NI_385,2020-03-10,280,2019
572,NI_385,2020-03-20,245,2019
573,NI_385,2020-04-01,225,2019
574,NI_385,2020-04-10,197,2019
575,NI_385,2020-04-20,183,2019
576,NI_407,2016-05-01,-120,2016
577,NI_407,2016-05-10,-122,2016
578,NI_407,2016-05-20,-30,2016
579,NI_407,2016-06-01,16,2016
580,NI_407,2016-06-10,79,2016
581,NI_407,2016-06-20,173,2016
582,NI_407,2016-07-01,221,2016
583,NI_407,2016-07-10,243,2016
584,NI_407,2016-07-20,285,2016
585,NI_407,2016-08-01,312,2016
586,NI_407,2016-08-10,313,2016
587,NI_407,2016-08-20,311,2016
588,NI_407,2016-09-01,291,2016
589,NI_407,2016-09-10,232,2016
590,NI_407,2016-09-20,177,2016
591,NI_407,2016-10-01,130,2016
592,NI_407,2016-10-10,94,2016
593,NI_407,2016-10-20,83,2016
594,NI_407,2016-11-01,102,2016
595,NI_407,2016-11-10,192,2016
596,NI_407,2016-11-20,298,2016
597,NI_407,2016-12-01,381,2016
598,NI_407,2016-12-10,439,2016
599,NI_407,2016-12-20,501,2016
600,NI_407,2017-01-01,577,2016
601,NI_407,2017-01-10,678,2016
602,NI_407,2017-01-20,770,2016
603,NI_407,2017-02-01,751,2016
604,NI_407,2017-02-10,639,2016
605,NI_407,2017-02-20,509,2016
606,NI_407,2017-03-01,329,2016
607,NI_407,2017-03-10,191,2016
608,NI_407,2017-03-20,88,2016
609,NI_407,2017-04-01,24,2016
610,NI_407,2017-04-10,-9,2016
611,NI_407,2017-04-20,-43,2016
612,NI_407,2017-05-01,-82,2017
613,NI_407,2017-05-10,-113,2017
614,NI_407,2017-05-20,-146,2017
615,NI_407,2017-06-01,-214,2017
616,NI_407,2017-06-10,-274,2017
617,NI_407,2017-06-20,-260,2017
618,NI_407,2017-07-01,-268,2017
619,NI_407,2017-07-10,-227,2017
620,NI_407,2017-07-20,-126,2017
621,NI_407,2017-08-01,29,2017
622,NI_407,2017-08-10,144,2017
623,NI_407,2017-08-20,172,2017
624,NI_407,2017-09-01,207,2017
625,NI_407,2017-09-10,279,2017
626,NI_407,2017-09-20,379,2017
627,NI_407,2017-10-01,497,2017
628,NI_407,2017-10-10,552,2017
629,NI_407,2017-10-20,417,2017
630,NI_407,2017-11-01,-5,2017
631,NI_407,2017-11-10,-392,2017
632,NI_407,2017-11-20,-737,2017
633,NI_407,2017-12-01,-750,2017
634,NI_407,2017-12-10,-554,2017
635,NI_407,2017-12-20,-272,2017
636,NI_407,2018-01-01,-47,2017
637,NI_407,2018-01-10,-15,2017
638,NI_407,2018-01-20,-58,2017
639,NI_407,2018-02-01,-35,2017
640,NI_407,2018-02-10,-7,2017
641,NI_407,2018-02-20,8,2017
642,NI_407,2018-03-01,4,2017
643,NI_407,2018-03-10,-90,2017
644,NI_407,2018-03-20,-124,2017
645,NI_407,2018-04-01,-114,2017
